,customerID,age,age_group
167688,167199,33,ADULT
167697,177689,47,MIDDLE-AGED
167701,175893,26,ADULT
167706,173133,33,ADULT
167709,175936,26,ADULT
167714,174646,28,ADULT
167719,167201,36,MIDDLE-AGED
167727,172714,38,MIDDLE-AGED
167729,173134,40,MIDDLE-AGED
167750,172257,34,ADULT
167752,172716,37,MIDDLE-AGED
167755,159450,25,ADULT
167762,174644,28,ADULT
167764,177690,29,ADULT
167784,177691,23,ADULT
167789,167202,28,ADULT
167796,168600,29,ADULT
167797,167203,48,MIDDLE-AGED
167802,176713,10,YOUTH
167809,173135,50,MIDDLE-AGED
167811,172258,33,ADULT
167823,175051,30,ADULT
167833,176714,37,MIDDLE-AGED
167835,177687,31,ADULT
167885,158336,56,SENIOR
167902,175052,45,MIDDLE-AGED
167938,174500,30,ADULT
167939,175939,33,ADULT
167964,177693,36,MIDDLE-AGED
167999,175937,28,ADULT
168024,177695,26,ADULT
168032,56244,30,ADULT
168038,174499,27,ADULT
168039,56108,35,ADULT
168050,175940,28,ADULT
168052,175938,20,ADULT
168061,174501,24,ADULT
168067,167204,44,MIDDLE-AGED
168097,175941,30,ADULT
168143,171467,39,MIDDLE-AGED
168160,72144,42,MIDDLE-AGED
168173,176715,43,MIDDLE-AGED
168177,172127,30,ADULT
168187,165946,11,YOUTH
168191,178367,61,SENIOR
168193,167188,32,ADULT
168204,174647,46,MIDDLE-AGED
168217,177696,59,SENIOR
168221,173719,34,ADULT
168236,176717,38,MIDDLE-AGED
168260,176716,16,YOUTH
168264,174650,41,MIDDLE-AGED
168270,173748,39,MIDDLE-AGED
168273,174648,31,ADULT
168301,169698,34,ADULT
168305,63622,51,SENIOR
168309,169697,43,MIDDLE-AGED
168314,172717,17,YOUTH
168327,174652,37,MIDDLE-AGED
168333,172128,45,MIDDLE-AGED
168334,169700,37,MIDDLE-AGED
168345,174502,37,MIDDLE-AGED
168347,174649,59,SENIOR
168351,172129,34,ADULT
168352,70988,35,ADULT
168353,172130,42,MIDDLE-AGED
168368,170191,38,MIDDLE-AGED
168372,172720,49,MIDDLE-AGED
168374,172131,30,ADULT
168381,174503,44,MIDDLE-AGED
168384,169699,55,SENIOR
168390,173751,54,SENIOR
168395,173749,21,ADULT
168403,174653,41,MIDDLE-AGED
168407,177697,20,ADULT
168408,172718,39,MIDDLE-AGED
168411,173615,48,MIDDLE-AGED
168413,172719,48,MIDDLE-AGED
168431,178368,41,MIDDLE-AGED
168432,168602,23,ADULT
168434,168601,59,SENIOR
168445,169701,12,YOUTH
168447,176718,45,MIDDLE-AGED
168464,172134,27,ADULT
168470,172132,21,ADULT
168474,178671,40,MIDDLE-AGED
168476,168603,24,ADULT
168480,173616,38,MIDDLE-AGED
168490,178673,44,MIDDLE-AGED
168492,176719,41,MIDDLE-AGED
168495,172133,22,ADULT
168503,170190,34,ADULT
168510,169702,49,MIDDLE-AGED
168530,178675,42,MIDDLE-AGED
168535,172722,54,SENIOR
168536,173617,67,SENIOR
168537,178674,29,ADULT
168551,174504,38,MIDDLE-AGED
168566,175256,63,SENIOR
168568,167206,33,ADULT
168573,174505,15,YOUTH
168574,176721,39,MIDDLE-AGED
168583,176720,40,MIDDLE-AGED
168609,167208,42,MIDDLE-AGED
168617,172723,9,YOUTH
168622,178672,46,MIDDLE-AGED
168637,74108,48,MIDDLE-AGED
168646,55252,31,ADULT
168649,178369,49,MIDDLE-AGED
168652,167209,73,SENIOR
168662,172259,36,MIDDLE-AGED
168678,172135,39,MIDDLE-AGED
168711,172136,18,YOUTH
168715,178371,38,MIDDLE-AGED
168738,171468,25,ADULT
168745,176722,28,ADULT
168753,178676,21,ADULT
168771,176723,28,ADULT
168773,176724,43,MIDDLE-AGED
168783,172137,45,MIDDLE-AGED
168785,173618,55,SENIOR
168789,171469,22,ADULT
168791,168604,36,MIDDLE-AGED
168799,173619,55,SENIOR
168802,167210,29,ADULT
168814,177698,45,MIDDLE-AGED
168818,177702,37,MIDDLE-AGED
168821,177699,43,MIDDLE-AGED
168827,175054,20,ADULT
168828,173752,29,ADULT
168840,176727,35,ADULT
168846,177701,33,ADULT
168851,60290,45,MIDDLE-AGED
168854,176725,37,MIDDLE-AGED
168855,168605,34,ADULT
168861,167212,19,ADULT
168887,176726,49,MIDDLE-AGED
168888,175942,31,ADULT
168897,167211,39,MIDDLE-AGED
168911,172261,31,ADULT
168922,169703,32,ADULT
168925,50213,40,MIDDLE-AGED
168936,169704,35,ADULT
168940,177704,42,MIDDLE-AGED
168953,173753,24,ADULT
168964,169706,28,ADULT
168966,177706,43,MIDDLE-AGED
168975,172260,49,MIDDLE-AGED
168986,175944,20,ADULT
168999,177707,21,ADULT
169005,173620,19,ADULT
169015,169671,28,ADULT
169026,62781,29,ADULT
169032,167213,49,MIDDLE-AGED
169035,175947,42,MIDDLE-AGED
169038,171345,38,MIDDLE-AGED
169039,176729,52,SENIOR
169048,177705,34,ADULT
169050,169708,27,ADULT
169052,173136,33,ADULT
169054,169705,31,ADULT
169057,178372,43,MIDDLE-AGED
169060,173705,26,ADULT
169064,172139,20,ADULT
169066,173137,42,MIDDLE-AGED
169100,175257,40,MIDDLE-AGED
169102,172140,23,ADULT
169106,173138,28,ADULT
169112,175946,20,ADULT
169124,175053,20,ADULT
169134,167214,34,ADULT
169137,176731,31,ADULT
169144,168610,28,ADULT
169156,177710,48,MIDDLE-AGED
169157,176728,45,MIDDLE-AGED
169159,168606,41,MIDDLE-AGED
169162,172142,45,MIDDLE-AGED
169169,173754,38,MIDDLE-AGED
169179,172262,46,MIDDLE-AGED
169191,177712,41,MIDDLE-AGED
169198,173139,35,ADULT
169211,168609,32,ADULT
169215,168608,37,MIDDLE-AGED
169218,175949,30,ADULT
169240,169709,41,MIDDLE-AGED
169246,174654,19,ADULT
169254,167216,21,ADULT
169256,168611,26,ADULT
169257,178373,26,ADULT
169270,177711,48,MIDDLE-AGED
169277,175258,64,SENIOR
169278,174655,35,ADULT
169283,176730,43,MIDDLE-AGED
169284,177709,50,MIDDLE-AGED
169295,172725,31,ADULT
169299,175055,42,MIDDLE-AGED
169306,169714,20,ADULT
169307,169711,21,ADULT
169312,169710,33,ADULT
169313,176733,30,ADULT
169322,173755,33,ADULT
169324,172141,27,ADULT
169339,169713,50,MIDDLE-AGED
169359,172724,56,SENIOR
169365,172263,34,ADULT
169383,175259,33,ADULT
169393,169715,46,MIDDLE-AGED
169399,175260,29,ADULT
169402,59293,25,ADULT
169404,169716,23,ADULT
169421,177713,37,MIDDLE-AGED
169441,173698,21,ADULT
169478,168613,50,MIDDLE-AGED
169481,168612,28,ADULT
169488,169712,30,ADULT
169492,169717,24,ADULT
169495,169707,30,ADULT
169511,173621,65,SENIOR
169513,167217,53,SENIOR
169528,172138,26,ADULT
169535,171377,34,ADULT
169541,175950,28,ADULT
169548,175951,18,YOUTH
169557,177714,30,ADULT
169561,173140,25,ADULT
169574,173143,35,ADULT
169587,175953,23,ADULT
169598,50747,50,MIDDLE-AGED
169602,173141,43,MIDDLE-AGED
169603,173144,27,ADULT
169620,167207,29,ADULT
169638,174506,30,ADULT
169644,173146,17,YOUTH
169646,173145,21,ADULT
169660,175954,32,ADULT
169663,173147,42,MIDDLE-AGED
169668,174507,48,MIDDLE-AGED
169677,52138,44,MIDDLE-AGED
169689,178374,30,ADULT
169692,54837,26,ADULT
169716,176734,47,MIDDLE-AGED
169720,173981,58,SENIOR
169729,178375,29,ADULT
169731,179822,32,ADULT
169734,171472,18,YOUTH
169737,171474,52,SENIOR
169743,168614,17,YOUTH
169756,175955,41,MIDDLE-AGED
169758,171475,45,MIDDLE-AGED
169767,169719,31,ADULT
169772,174656,29,ADULT
169780,173756,28,ADULT
169788,160909,34,ADULT
169799,171471,25,ADULT
169804,176735,43,MIDDLE-AGED
169807,169718,50,MIDDLE-AGED
169810,177715,23,ADULT
169823,175261,57,SENIOR
169833,169720,31,ADULT
169839,171477,36,MIDDLE-AGED
169849,175056,35,ADULT
169862,176736,32,ADULT
169873,171476,46,MIDDLE-AGED
169884,169721,56,SENIOR
169894,178377,34,ADULT
169929,172726,39,MIDDLE-AGED
169957,174509,57,SENIOR
169960,167218,22,ADULT
169967,169722,49,MIDDLE-AGED
169972,175263,36,MIDDLE-AGED
169979,170193,42,MIDDLE-AGED
169993,170192,52,SENIOR
169995,175262,37,MIDDLE-AGED
169998,175956,19,ADULT
170005,167221,38,MIDDLE-AGED
170013,167220,41,MIDDLE-AGED
170034,174511,37,MIDDLE-AGED
170049,174510,39,MIDDLE-AGED
170064,172727,58,SENIOR
170072,172728,19,ADULT
170078,178379,26,ADULT
170081,175264,32,ADULT
170100,171478,24,ADULT
170103,175265,32,ADULT
170113,169723,11,YOUTH
170125,176737,52,SENIOR
170130,179823,42,MIDDLE-AGED
170135,176738,25,ADULT
170147,175957,19,ADULT
170152,179824,24,ADULT
170155,172147,38,MIDDLE-AGED
170158,172145,23,ADULT
170164,172146,53,SENIOR
170179,60256,48,MIDDLE-AGED
170183,176739,38,MIDDLE-AGED
170195,58496,50,MIDDLE-AGED
170203,177718,24,ADULT
170209,172729,28,ADULT
170214,175958,25,ADULT
170223,172731,35,ADULT
170240,172730,36,MIDDLE-AGED
170250,178380,21,ADULT
170253,167205,32,ADULT
170256,176740,14,YOUTH
170284,176741,21,ADULT
170288,174658,34,ADULT
170295,177720,46,MIDDLE-AGED
170304,69869,43,MIDDLE-AGED
170309,169727,45,MIDDLE-AGED
170324,169726,19,ADULT
170338,177723,36,MIDDLE-AGED
170348,172149,21,ADULT
170351,172148,39,MIDDLE-AGED
170355,175266,22,ADULT
170372,174659,34,ADULT
170376,172732,43,MIDDLE-AGED
170394,175959,38,MIDDLE-AGED
170403,177724,28,ADULT
170404,177721,37,MIDDLE-AGED
170412,167219,26,ADULT
170413,174512,29,ADULT
170416,179827,24,ADULT
170420,177722,51,SENIOR
170432,51656,28,ADULT
170445,179826,48,MIDDLE-AGED
170449,177725,37,MIDDLE-AGED
170466,177726,46,MIDDLE-AGED
170474,169731,25,ADULT
170478,169728,33,ADULT
170481,171470,28,ADULT
170495,176743,40,MIDDLE-AGED
170505,177727,38,MIDDLE-AGED
170506,172733,45,MIDDLE-AGED
170512,175960,33,ADULT
170524,174385,30,ADULT
170528,174660,29,ADULT
170540,169724,33,ADULT
170545,176744,33,ADULT
170558,160653,32,ADULT
170560,175962,43,MIDDLE-AGED
170566,72422,67,SENIOR
170587,175058,27,ADULT
170589,176745,33,ADULT
170603,169730,27,ADULT
170609,175267,34,ADULT
170625,178381,40,MIDDLE-AGED
170653,169725,45,MIDDLE-AGED
170664,174657,40,MIDDLE-AGED
170678,169729,48,MIDDLE-AGED
170704,179828,27,ADULT
170716,177728,42,MIDDLE-AGED
170723,175057,48,MIDDLE-AGED
170735,176748,40,MIDDLE-AGED
170738,166007,23,ADULT
170740,177729,32,ADULT
170771,176746,41,MIDDLE-AGED
170813,177730,20,ADULT
170819,161050,31,ADULT
170823,169732,22,ADULT
170839,177733,24,ADULT
170843,178382,31,ADULT
170852,173149,22,ADULT
170867,179825,33,ADULT
170890,176747,62,SENIOR
170894,176742,29,ADULT
170901,175268,31,ADULT
170909,173150,37,MIDDLE-AGED
170927,178677,49,MIDDLE-AGED
170938,169733,29,ADULT
170965,177731,38,MIDDLE-AGED
170981,173152,48,MIDDLE-AGED
171000,177719,56,SENIOR
171019,177732,38,MIDDLE-AGED
171035,173153,41,MIDDLE-AGED
171046,176751,35,ADULT
171050,175963,40,MIDDLE-AGED
171072,175964,25,ADULT
171075,176749,35,ADULT
171081,177692,31,ADULT
171083,173154,25,ADULT
171092,56392,46,MIDDLE-AGED
171099,176750,40,MIDDLE-AGED
171100,174513,41,MIDDLE-AGED
171110,176752,40,MIDDLE-AGED
171111,173155,26,ADULT
171117,176753,42,MIDDLE-AGED
171129,173151,26,ADULT
171137,172265,24,ADULT
171189,173156,43,MIDDLE-AGED
171198,177734,22,ADULT
171222,175917,39,MIDDLE-AGED
171245,176754,36,MIDDLE-AGED
171249,173157,25,ADULT
171259,173158,35,ADULT
171264,172266,26,ADULT
171267,173159,38,MIDDLE-AGED
171286,177736,51,SENIOR
171290,176755,31,ADULT
171293,174514,37,MIDDLE-AGED
171294,172267,17,YOUTH
171307,177737,29,ADULT
171321,166960,58,SENIOR
171323,172268,29,ADULT
171345,177739,31,ADULT
171347,177738,25,ADULT
171348,177740,16,YOUTH
171354,61030,21,ADULT
171385,54183,37,MIDDLE-AGED
171400,181622,32,ADULT
171404,181623,35,ADULT
171427,176756,35,ADULT
171439,179831,30,ADULT
171445,170195,48,MIDDLE-AGED
171454,179832,31,ADULT
171460,176758,43,MIDDLE-AGED
171465,174663,50,MIDDLE-AGED
171472,179833,25,ADULT
171487,176759,35,ADULT
171488,175269,40,MIDDLE-AGED
171492,176760,44,MIDDLE-AGED
171494,181625,39,MIDDLE-AGED
171531,176757,33,ADULT
171544,169735,33,ADULT
171551,172150,43,MIDDLE-AGED
171554,178383,39,MIDDLE-AGED
171557,168615,27,ADULT
171559,178385,45,MIDDLE-AGED
171561,179834,46,MIDDLE-AGED
171566,177741,24,ADULT
171568,179835,51,SENIOR
171589,172151,48,MIDDLE-AGED
171598,168617,39,MIDDLE-AGED
171614,181627,36,MIDDLE-AGED
171622,64046,37,MIDDLE-AGED
171628,168616,72,SENIOR
171631,176761,23,ADULT
171645,178384,38,MIDDLE-AGED
171648,169736,30,ADULT
171659,169734,39,MIDDLE-AGED
171671,172269,59,SENIOR
171677,171479,55,SENIOR
171678,175967,21,ADULT
171684,173758,34,ADULT
171695,181626,39,MIDDLE-AGED
171699,179829,44,MIDDLE-AGED
171700,179830,42,MIDDLE-AGED
171701,176762,33,ADULT
171706,179837,38,MIDDLE-AGED
171720,179836,25,ADULT
171733,175270,74,SENIOR
171736,178387,24,ADULT
171739,169739,33,ADULT
171742,179838,54,SENIOR
171747,172152,45,MIDDLE-AGED
171754,169737,48,MIDDLE-AGED
171756,175966,18,YOUTH
171766,178388,16,YOUTH
171774,171481,29,ADULT
171780,176763,30,ADULT
171784,177743,43,MIDDLE-AGED
171788,169738,42,MIDDLE-AGED
171803,175968,18,YOUTH
171809,172734,41,MIDDLE-AGED
171810,179839,51,SENIOR
171812,175272,49,MIDDLE-AGED
171814,171480,24,ADULT
171820,181628,28,ADULT
171826,170196,36,MIDDLE-AGED
171832,176767,19,ADULT
171841,169741,26,ADULT
171860,172155,26,ADULT
171868,178389,58,SENIOR
171874,177742,52,SENIOR
171878,170197,59,SENIOR
171883,175271,30,ADULT
171887,177745,50,MIDDLE-AGED
171892,176769,38,MIDDLE-AGED
171898,176766,38,MIDDLE-AGED
171910,175273,35,ADULT
171921,176768,50,MIDDLE-AGED
171927,169740,34,ADULT
171934,160581,32,ADULT
171945,177744,39,MIDDLE-AGED
171965,176765,33,ADULT
171970,172156,26,ADULT
171975,175274,45,MIDDLE-AGED
171994,176770,44,MIDDLE-AGED
171997,172735,28,ADULT
171999,172154,41,MIDDLE-AGED
172011,168619,37,MIDDLE-AGED
172019,172736,13,YOUTH
172036,179843,27,ADULT
172042,172153,29,ADULT
172044,168618,49,MIDDLE-AGED
172050,174515,26,ADULT
172056,176772,43,MIDDLE-AGED
172063,176771,26,ADULT
172071,169743,22,ADULT
172088,168620,63,SENIOR
172114,179842,23,ADULT
172136,169742,26,ADULT
172139,178386,62,SENIOR
172144,172270,41,MIDDLE-AGED
172147,178683,46,MIDDLE-AGED
172170,178681,48,MIDDLE-AGED
172186,54344,47,MIDDLE-AGED
172192,181629,34,ADULT
172204,178682,42,MIDDLE-AGED
172211,178680,41,MIDDLE-AGED
172223,169744,41,MIDDLE-AGED
172237,175970,25,ADULT
172248,179841,45,MIDDLE-AGED
172260,178686,34,ADULT
172261,178685,48,MIDDLE-AGED
172263,172737,21,ADULT
172270,179844,51,SENIOR
172278,176773,48,MIDDLE-AGED
172285,177746,20,ADULT
172294,175974,25,ADULT
172295,169746,37,MIDDLE-AGED
172304,172738,33,ADULT
172310,169747,32,ADULT
172315,169745,34,ADULT
172318,175971,38,MIDDLE-AGED
172322,175972,31,ADULT
172335,173224,38,MIDDLE-AGED
172341,170198,21,ADULT
172346,177747,44,MIDDLE-AGED
172350,173160,68,SENIOR
172352,174664,42,MIDDLE-AGED
172359,179845,30,ADULT
172372,178687,41,MIDDLE-AGED
172373,170199,44,MIDDLE-AGED
172383,172739,86,SENIOR
172387,179846,24,ADULT
172389,173222,38,MIDDLE-AGED
172397,175276,36,MIDDLE-AGED
172399,175973,20,ADULT
172405,172740,37,MIDDLE-AGED
172415,174665,44,MIDDLE-AGED
172429,59159,52,SENIOR
172433,169748,31,ADULT
172442,178390,46,MIDDLE-AGED
172446,175275,40,MIDDLE-AGED
172455,169750,26,ADULT
172459,169749,26,ADULT
172477,172157,40,MIDDLE-AGED
172479,175978,24,ADULT
172509,173161,39,MIDDLE-AGED
172521,175976,28,ADULT
172530,177749,49,MIDDLE-AGED
172531,175977,33,ADULT
172535,175059,57,SENIOR
172540,177748,42,MIDDLE-AGED
172542,173225,43,MIDDLE-AGED
172551,172159,36,MIDDLE-AGED
172561,55236,61,SENIOR
172592,179847,49,MIDDLE-AGED
172595,172158,36,MIDDLE-AGED
172597,178314,20,ADULT
172599,176777,43,MIDDLE-AGED
172601,175981,21,ADULT
172646,173162,39,MIDDLE-AGED
172657,175277,37,MIDDLE-AGED
172667,172741,57,SENIOR
172677,173163,44,MIDDLE-AGED
172696,176775,40,MIDDLE-AGED
172710,175975,25,ADULT
172712,174667,46,MIDDLE-AGED
172718,173759,16,YOUTH
172722,176776,37,MIDDLE-AGED
172752,174666,38,MIDDLE-AGED
172753,173164,38,MIDDLE-AGED
172759,157079,43,MIDDLE-AGED
172761,175280,48,MIDDLE-AGED
172763,176778,36,MIDDLE-AGED
172772,169752,28,ADULT
172776,179850,33,ADULT
172777,172742,35,ADULT
172806,175060,29,ADULT
172815,177752,46,MIDDLE-AGED
172817,172743,20,ADULT
172823,173165,63,SENIOR
172832,169751,37,MIDDLE-AGED
172833,177751,59,SENIOR
172839,175979,42,MIDDLE-AGED
172846,175279,27,ADULT
172847,175980,21,ADULT
172857,175278,10,YOUTH
172861,75979,25,ADULT
172865,177750,22,ADULT
172868,179852,42,MIDDLE-AGED
172880,178391,26,ADULT
172885,179849,17,YOUTH
172889,176783,51,SENIOR
172916,175982,44,MIDDLE-AGED
172923,176782,57,SENIOR
172925,172271,21,ADULT
172927,176779,34,ADULT
172932,174516,66,SENIOR
172944,173167,43,MIDDLE-AGED
172951,176784,34,ADULT
172953,175281,17,YOUTH
172958,173761,34,ADULT
172981,174517,39,MIDDLE-AGED
172992,173226,42,MIDDLE-AGED
172999,173166,25,ADULT
173008,173760,47,MIDDLE-AGED
173021,169753,49,MIDDLE-AGED
173035,179851,46,MIDDLE-AGED
173046,169754,25,ADULT
173055,178393,31,ADULT
173057,174518,43,MIDDLE-AGED
173065,177755,27,ADULT
173114,179855,33,ADULT
173117,178392,22,ADULT
173119,179853,36,MIDDLE-AGED
173133,179854,36,MIDDLE-AGED
173134,176781,40,MIDDLE-AGED
173160,178394,46,MIDDLE-AGED
173162,175283,32,ADULT
173164,172272,29,ADULT
173167,177753,60,SENIOR
173169,169756,29,ADULT
173182,179856,28,ADULT
173196,172744,51,SENIOR
173223,174519,45,MIDDLE-AGED
173227,175061,42,MIDDLE-AGED
173236,176785,33,ADULT
173255,61801,54,SENIOR
173265,174520,30,ADULT
173291,170200,36,MIDDLE-AGED
173293,176786,36,MIDDLE-AGED
173302,175282,43,MIDDLE-AGED
173332,174522,52,SENIOR
173356,177754,32,ADULT
173360,178688,31,ADULT
173366,175985,39,MIDDLE-AGED
173371,176787,55,SENIOR
173380,175285,72,SENIOR
173392,179857,48,MIDDLE-AGED
173394,176788,41,MIDDLE-AGED
173400,169757,31,ADULT
173414,175984,29,ADULT
173418,173223,36,MIDDLE-AGED
173438,175983,33,ADULT
173455,169755,39,MIDDLE-AGED
173458,176790,27,ADULT
173495,176791,23,ADULT
173522,176789,23,ADULT
173528,158361,38,MIDDLE-AGED
173535,175284,25,ADULT
173570,175987,37,MIDDLE-AGED
173577,175986,37,MIDDLE-AGED
173605,174521,39,MIDDLE-AGED
173649,177756,56,SENIOR
173660,175988,33,ADULT
173669,179858,33,ADULT
173739,177757,25,ADULT
173766,173168,28,ADULT
173772,177758,27,ADULT
173778,175989,27,ADULT
173810,172274,22,ADULT
173837,177760,33,ADULT
173844,173169,28,ADULT
173845,174524,32,ADULT
173881,176792,24,ADULT
173952,175990,28,ADULT
173973,179859,44,MIDDLE-AGED
173994,179860,40,MIDDLE-AGED
173997,176793,66,SENIOR
174001,179862,36,MIDDLE-AGED
174008,179861,41,MIDDLE-AGED
174019,176794,20,ADULT
174021,74874,46,MIDDLE-AGED
174069,172746,49,MIDDLE-AGED
174083,174668,47,MIDDLE-AGED
174089,172160,54,SENIOR
174101,172745,57,SENIOR
174105,174525,41,MIDDLE-AGED
174112,169758,19,ADULT
174137,68983,41,MIDDLE-AGED
174155,174669,19,ADULT
174169,170201,54,SENIOR
174173,181630,34,ADULT
174174,174526,32,ADULT
174178,172748,49,MIDDLE-AGED
174187,172162,60,SENIOR
174207,172275,37,MIDDLE-AGED
174217,173762,33,ADULT
174220,174671,30,ADULT
174226,176795,36,MIDDLE-AGED
174251,177761,43,MIDDLE-AGED
174254,174527,19,ADULT
174258,175286,45,MIDDLE-AGED
174262,172749,40,MIDDLE-AGED
174271,179865,35,ADULT
174291,179863,33,ADULT
174292,169759,40,MIDDLE-AGED
174303,171482,44,MIDDLE-AGED
174306,176796,41,MIDDLE-AGED
174315,173170,55,SENIOR
174318,174673,27,ADULT
174331,172751,65,SENIOR
174334,179864,34,ADULT
174339,174528,34,ADULT
174341,177762,38,MIDDLE-AGED
174349,177763,47,MIDDLE-AGED
174363,172747,32,ADULT
174364,173228,29,ADULT
174378,179866,33,ADULT
174387,178396,34,ADULT
174395,170202,20,ADULT
174412,178689,48,MIDDLE-AGED
174415,179867,38,MIDDLE-AGED
174447,56341,54,SENIOR
174453,170203,14,YOUTH
174454,173227,49,MIDDLE-AGED
174458,177764,32,ADULT
174474,179868,60,SENIOR
174487,172756,55,SENIOR
174504,172277,68,SENIOR
174517,175287,57,SENIOR
174523,172757,20,ADULT
174528,173171,34,ADULT
174540,172750,34,ADULT
174550,172754,15,YOUTH
174555,173763,51,SENIOR
174567,174676,60,SENIOR
174580,174674,28,ADULT
174582,172755,60,SENIOR
174592,179869,38,MIDDLE-AGED
174596,173764,57,SENIOR
174615,172760,26,ADULT
174622,175288,30,ADULT
174634,181631,40,MIDDLE-AGED
174645,172752,7,YOUTH
174648,174675,28,ADULT
174654,172165,35,ADULT
174659,178690,16,YOUTH
174668,172276,27,ADULT
174671,175289,11,YOUTH
174686,173229,24,ADULT
174693,179871,39,MIDDLE-AGED
174702,172758,42,MIDDLE-AGED
174708,173231,26,ADULT
174715,177765,36,MIDDLE-AGED
174722,178397,39,MIDDLE-AGED
174726,172759,59,SENIOR
174741,173765,24,ADULT
174744,54460,29,ADULT
174766,176800,29,ADULT
174769,172163,26,ADULT
174775,179873,34,ADULT
174776,172164,38,MIDDLE-AGED
174785,178693,64,SENIOR
174789,181633,42,MIDDLE-AGED
174811,176799,34,ADULT
174820,178692,35,ADULT
174828,179870,43,MIDDLE-AGED
174850,176801,39,MIDDLE-AGED
174855,176802,37,MIDDLE-AGED
174888,172278,20,ADULT
174899,181632,68,SENIOR
174925,172753,29,ADULT
174927,172762,33,ADULT
174979,173172,29,ADULT
174991,172761,41,MIDDLE-AGED
174995,50686,41,MIDDLE-AGED
175005,170204,25,ADULT
175017,62941,43,MIDDLE-AGED
175024,169761,50,MIDDLE-AGED
175029,169760,46,MIDDLE-AGED
175034,178395,37,MIDDLE-AGED
175049,177766,33,ADULT
175050,179874,38,MIDDLE-AGED
175053,172763,33,ADULT
175062,173173,30,ADULT
175086,181634,41,MIDDLE-AGED
175094,178694,26,ADULT
175098,173174,46,MIDDLE-AGED
175107,172765,29,ADULT
175124,179875,26,ADULT
175152,172279,31,ADULT
175153,174096,35,ADULT
175164,174677,34,ADULT
175168,177767,30,ADULT
175170,177769,22,ADULT
175174,179877,41,MIDDLE-AGED
175177,172166,25,ADULT
175181,73101,40,MIDDLE-AGED
175186,176797,38,MIDDLE-AGED
175227,173175,18,YOUTH
175233,181635,15,YOUTH
175239,156612,47,MIDDLE-AGED
175254,172167,33,ADULT
175264,172168,32,ADULT
175283,173234,16,YOUTH
175290,174678,28,ADULT
175293,179878,34,ADULT
175299,177772,42,MIDDLE-AGED
175304,177771,38,MIDDLE-AGED
175324,173233,48,MIDDLE-AGED
175333,173176,38,MIDDLE-AGED
175336,175992,26,ADULT
175364,175991,50,MIDDLE-AGED
175371,177775,43,MIDDLE-AGED
175396,178399,48,MIDDLE-AGED
175399,175993,34,ADULT
175408,173235,40,MIDDLE-AGED
175410,177773,37,MIDDLE-AGED
175415,178695,48,MIDDLE-AGED
175422,179879,24,ADULT
175432,176804,43,MIDDLE-AGED
175442,177774,25,ADULT
175453,161720,50,MIDDLE-AGED
175462,176803,27,ADULT
175478,172766,47,MIDDLE-AGED
175498,172768,17,YOUTH
175520,175290,20,ADULT
175551,172764,29,ADULT
175563,176805,34,ADULT
175570,175291,59,SENIOR
175578,58623,29,ADULT
175604,171483,25,ADULT
175620,172767,29,ADULT
175640,173766,55,SENIOR
175647,175994,29,ADULT
175648,177778,19,ADULT
175655,177776,36,MIDDLE-AGED
175662,177777,62,SENIOR
175680,158781,66,SENIOR
175687,179881,31,ADULT
175696,174679,48,MIDDLE-AGED
175710,172769,48,MIDDLE-AGED
175716,175292,31,ADULT
175751,173767,53,SENIOR
175799,177779,34,ADULT
175801,174680,49,MIDDLE-AGED
175819,178400,42,MIDDLE-AGED
175823,173236,49,MIDDLE-AGED
175843,176806,35,ADULT
175858,174681,54,SENIOR
175909,170206,33,ADULT
175923,177780,63,SENIOR
176003,67798,38,MIDDLE-AGED
176007,179880,26,ADULT
176012,175996,29,ADULT
176032,172280,18,YOUTH
176060,170205,39,MIDDLE-AGED
176062,177783,21,ADULT
176081,172281,23,ADULT
176086,174682,44,MIDDLE-AGED
176091,175997,36,MIDDLE-AGED
176118,175062,25,ADULT
176127,177781,37,MIDDLE-AGED
176131,172770,76,SENIOR
176137,177785,20,ADULT
176142,175293,69,SENIOR
176149,177782,30,ADULT
176153,178402,39,MIDDLE-AGED
176162,178401,73,SENIOR
176169,172771,47,MIDDLE-AGED
176187,176807,57,SENIOR
176217,177784,44,MIDDLE-AGED
176303,173177,31,ADULT
176319,177786,52,SENIOR
176332,177787,35,ADULT
176349,56078,28,ADULT
176373,176808,39,MIDDLE-AGED
176394,177788,29,ADULT
176407,179882,25,ADULT
176507,173178,48,MIDDLE-AGED
176551,179883,43,MIDDLE-AGED
176566,181636,33,ADULT
176568,172772,45,MIDDLE-AGED
176573,171484,31,ADULT
176578,181637,32,ADULT
176587,171485,25,ADULT
176589,179884,24,ADULT
176594,181638,35,ADULT
176599,177791,48,MIDDLE-AGED
176601,179885,39,MIDDLE-AGED
176609,181639,32,ADULT
176616,177790,64,SENIOR
176679,176810,31,ADULT
176682,172773,45,MIDDLE-AGED
176685,176809,58,SENIOR
176688,174529,30,ADULT
176701,69295,43,MIDDLE-AGED
176710,179886,38,MIDDLE-AGED
176711,176811,40,MIDDLE-AGED
176716,172144,57,SENIOR
176722,177792,50,MIDDLE-AGED
176753,174684,46,MIDDLE-AGED
176767,170208,23,ADULT
176773,175294,39,MIDDLE-AGED
176775,181640,26,ADULT
176779,174531,38,MIDDLE-AGED
176780,174685,33,ADULT
176791,178403,49,MIDDLE-AGED
176796,179887,29,ADULT
