,customerID,age,age_group
116796,169484,32,ADULT
116801,165616,27,ADULT
116809,76276,39,MIDDLE-AGED
116812,171943,24,ADULT
116816,169483,22,ADULT
116822,174042,41,MIDDLE-AGED
116828,171935,40,MIDDLE-AGED
116844,171936,38,MIDDLE-AGED
116848,162728,28,ADULT
116850,170348,66,SENIOR
116865,174045,31,ADULT
116868,165951,42,MIDDLE-AGED
116876,165950,29,ADULT
116913,162727,38,MIDDLE-AGED
116940,174044,32,ADULT
116963,168984,26,ADULT
116964,170032,11,YOUTH
116973,168438,33,ADULT
116983,171937,37,MIDDLE-AGED
116992,168437,55,SENIOR
117009,165955,47,MIDDLE-AGED
117030,171939,44,MIDDLE-AGED
117034,165952,35,ADULT
117057,168439,50,MIDDLE-AGED
117077,54883,32,ADULT
117079,168982,40,MIDDLE-AGED
117085,171941,45,MIDDLE-AGED
117087,170983,56,SENIOR
117095,161725,34,ADULT
117102,169485,42,MIDDLE-AGED
117105,164743,22,ADULT
117115,165958,22,ADULT
117120,166546,43,MIDDLE-AGED
117138,174047,81,SENIOR
117179,170035,44,MIDDLE-AGED
117184,60966,42,MIDDLE-AGED
117190,170545,39,MIDDLE-AGED
117210,174049,34,ADULT
117250,170984,61,SENIOR
117255,171942,34,ADULT
117266,174051,34,ADULT
117272,174046,26,ADULT
117275,168442,39,MIDDLE-AGED
117276,169486,30,ADULT
117282,174050,67,SENIOR
117292,162729,38,MIDDLE-AGED
117295,174048,35,ADULT
117329,168441,24,ADULT
117345,168440,44,MIDDLE-AGED
117348,166547,34,ADULT
117380,169280,37,MIDDLE-AGED
117387,58094,59,SENIOR
117399,170985,46,MIDDLE-AGED
117407,170350,22,ADULT
117420,169279,52,SENIOR
117432,170986,43,MIDDLE-AGED
117435,168444,53,SENIOR
117439,171940,35,ADULT
117458,174052,53,SENIOR
117464,170034,37,MIDDLE-AGED
117477,169281,32,ADULT
117482,170036,56,SENIOR
117505,170546,50,MIDDLE-AGED
117518,171944,44,MIDDLE-AGED
117521,168443,26,ADULT
117530,57281,37,MIDDLE-AGED
117549,174053,23,ADULT
117562,168983,60,SENIOR
117582,171946,45,MIDDLE-AGED
117584,166355,63,SENIOR
117588,165959,38,MIDDLE-AGED
117600,170037,32,ADULT
117620,168987,21,ADULT
117624,168985,32,ADULT
117630,174054,67,SENIOR
117632,59654,49,MIDDLE-AGED
117638,167061,49,MIDDLE-AGED
117656,169282,40,MIDDLE-AGED
117682,174056,38,MIDDLE-AGED
117699,168986,31,ADULT
117716,168989,25,ADULT
117719,169283,57,SENIOR
117724,166855,26,ADULT
117730,168990,41,MIDDLE-AGED
117734,174061,22,ADULT
117736,168991,34,ADULT
117737,169284,23,ADULT
117764,168992,25,ADULT
117776,168988,29,ADULT
117792,174062,23,ADULT
117828,174063,15,YOUTH
117834,170547,47,MIDDLE-AGED
117840,170548,46,MIDDLE-AGED
117841,170038,27,ADULT
117849,166935,41,MIDDLE-AGED
117859,166933,24,ADULT
117864,168993,40,MIDDLE-AGED
117871,167328,33,ADULT
117884,166548,26,ADULT
117892,166936,37,MIDDLE-AGED
117900,159194,61,SENIOR
117921,171945,38,MIDDLE-AGED
117934,167330,34,ADULT
117949,161013,44,MIDDLE-AGED
117967,171948,34,ADULT
117976,170039,57,SENIOR
117985,52616,43,MIDDLE-AGED
117987,161014,35,ADULT
117990,171947,38,MIDDLE-AGED
117993,170549,38,MIDDLE-AGED
117995,166549,59,SENIOR
117997,168445,43,MIDDLE-AGED
117999,167332,17,YOUTH
118010,166937,31,ADULT
118015,170987,31,ADULT
118020,167327,19,ADULT
118028,166938,47,MIDDLE-AGED
118030,167331,55,SENIOR
118037,168446,40,MIDDLE-AGED
118043,166934,26,ADULT
118059,174064,28,ADULT
118062,55033,42,MIDDLE-AGED
118082,171949,68,SENIOR
118110,167373,16,YOUTH
118124,50267,25,ADULT
118132,169487,53,SENIOR
118134,164744,41,MIDDLE-AGED
118139,169285,43,MIDDLE-AGED
118141,167333,70,SENIOR
118158,163331,57,SENIOR
118162,167451,42,MIDDLE-AGED
118173,174065,46,MIDDLE-AGED
118180,170550,43,MIDDLE-AGED
118185,166939,44,MIDDLE-AGED
118196,166940,33,ADULT
118198,162730,11,YOUTH
118211,169286,39,MIDDLE-AGED
118226,74679,51,SENIOR
118227,170040,40,MIDDLE-AGED
118247,162391,25,ADULT
118256,162731,38,MIDDLE-AGED
118262,169488,41,MIDDLE-AGED
118268,167334,31,ADULT
118275,174066,30,ADULT
118298,166356,24,ADULT
118301,168994,31,ADULT
118339,168451,37,MIDDLE-AGED
118342,166357,18,YOUTH
118345,161401,27,ADULT
118349,174067,34,ADULT
118361,168452,38,MIDDLE-AGED
118366,170551,39,MIDDLE-AGED
118386,167336,47,MIDDLE-AGED
118391,167335,28,ADULT
118397,174068,43,MIDDLE-AGED
118408,169287,39,MIDDLE-AGED
118414,168999,40,MIDDLE-AGED
118417,169000,29,ADULT
118427,170041,57,SENIOR
118439,170552,34,ADULT
118449,169288,47,MIDDLE-AGED
118470,169001,28,ADULT
118484,169489,57,SENIOR
118495,167339,26,ADULT
118500,162732,44,MIDDLE-AGED
118503,165962,32,ADULT
118516,166358,44,MIDDLE-AGED
118523,162710,23,ADULT
118527,169289,34,ADULT
118534,170351,44,MIDDLE-AGED
118538,166550,68,SENIOR
118549,164614,18,YOUTH
118561,167338,57,SENIOR
118568,158234,48,MIDDLE-AGED
118574,168453,31,ADULT
118577,168454,42,MIDDLE-AGED
118587,168455,45,MIDDLE-AGED
118588,164745,41,MIDDLE-AGED
118593,169003,39,MIDDLE-AGED
118603,170042,26,ADULT
118606,169490,31,ADULT
118610,169006,18,YOUTH
118619,167337,69,SENIOR
118653,169005,35,ADULT
118658,160888,19,ADULT
118688,169004,31,ADULT
118719,170988,28,ADULT
118727,163615,17,YOUTH
118734,167340,27,ADULT
118748,168456,29,ADULT
118755,165963,24,ADULT
118764,167341,48,MIDDLE-AGED
118766,166359,35,ADULT
118770,167342,27,ADULT
118771,169491,31,ADULT
118774,169007,27,ADULT
118775,165947,37,MIDDLE-AGED
118793,169010,35,ADULT
118803,169009,39,MIDDLE-AGED
118810,171950,50,MIDDLE-AGED
118817,174069,27,ADULT
118829,165964,36,MIDDLE-AGED
118835,169011,30,ADULT
118838,169002,23,ADULT
118851,169012,21,ADULT
118866,169008,32,ADULT
118869,167062,20,ADULT
118886,169013,26,ADULT
118913,162733,60,SENIOR
118924,169014,24,ADULT
118925,169017,21,ADULT
118932,169016,21,ADULT
118937,169018,31,ADULT
118951,162734,62,SENIOR
118958,166523,44,MIDDLE-AGED
118961,166551,39,MIDDLE-AGED
118968,169492,37,MIDDLE-AGED
118970,166941,26,ADULT
118972,170989,37,MIDDLE-AGED
118974,174070,44,MIDDLE-AGED
118979,171951,32,ADULT
118985,168458,28,ADULT
118988,161016,27,ADULT
118993,166943,17,YOUTH
118995,166942,27,ADULT
119004,174071,48,MIDDLE-AGED
119014,164747,26,ADULT
119017,170043,44,MIDDLE-AGED
119032,164746,32,ADULT
119036,161015,26,ADULT
119038,170554,32,ADULT
119061,161019,44,MIDDLE-AGED
119068,170555,35,ADULT
119083,170553,63,SENIOR
119090,169493,38,MIDDLE-AGED
119097,162735,36,MIDDLE-AGED
119108,169494,21,ADULT
119115,171954,48,MIDDLE-AGED
119122,169495,45,MIDDLE-AGED
119131,171953,40,MIDDLE-AGED
119142,159982,51,SENIOR
119143,170934,30,ADULT
119162,159798,42,MIDDLE-AGED
119183,165965,46,MIDDLE-AGED
119188,170990,33,ADULT
119196,170556,39,MIDDLE-AGED
119203,164749,49,MIDDLE-AGED
119212,161020,51,SENIOR
119230,156163,43,MIDDLE-AGED
119242,165967,32,ADULT
119250,161017,34,ADULT
119259,171955,56,SENIOR
119262,167343,41,MIDDLE-AGED
119267,170352,33,ADULT
119270,164748,47,MIDDLE-AGED
119276,161021,34,ADULT
119284,63281,27,ADULT
119292,170557,43,MIDDLE-AGED
119295,174073,42,MIDDLE-AGED
119296,170992,51,SENIOR
119304,77407,24,ADULT
119321,162736,34,ADULT
119330,174075,24,ADULT
119338,166944,34,ADULT
119360,169020,29,ADULT
119361,171022,26,ADULT
119367,76316,22,ADULT
119383,167344,29,ADULT
119393,170993,20,ADULT
119395,171023,43,MIDDLE-AGED
119443,171958,42,MIDDLE-AGED
119473,169290,18,YOUTH
119505,170559,66,SENIOR
119512,166360,37,MIDDLE-AGED
119515,170558,49,MIDDLE-AGED
119517,171024,31,ADULT
119523,164753,26,ADULT
119527,167345,31,ADULT
119528,171026,25,ADULT
119529,164752,34,ADULT
119549,171027,22,ADULT
119562,167346,40,MIDDLE-AGED
119568,171957,36,MIDDLE-AGED
119583,169256,55,SENIOR
119587,170994,62,SENIOR
119600,168459,27,ADULT
119602,170561,40,MIDDLE-AGED
119607,61260,43,MIDDLE-AGED
119621,171029,22,ADULT
119623,170560,35,ADULT
119625,169291,29,ADULT
119645,174224,29,ADULT
119661,171030,28,ADULT
119679,171031,27,ADULT
119702,166361,26,ADULT
119704,171032,45,MIDDLE-AGED
119706,171033,23,ADULT
119708,170353,63,SENIOR
119710,170995,63,SENIOR
119713,169497,26,ADULT
119714,170044,50,MIDDLE-AGED
119718,168460,28,ADULT
119722,168461,33,ADULT
119735,166552,28,ADULT
119744,171959,36,MIDDLE-AGED
119746,171028,33,ADULT
119749,169048,39,MIDDLE-AGED
119760,171034,44,MIDDLE-AGED
119785,167348,25,ADULT
119795,168462,21,ADULT
119796,174223,27,ADULT
119798,168463,29,ADULT
119813,171962,42,MIDDLE-AGED
119817,162737,25,ADULT
119822,167347,40,MIDDLE-AGED
119846,174226,25,ADULT
119849,174222,30,ADULT
119866,171960,40,MIDDLE-AGED
119900,170562,28,ADULT
119915,171035,27,ADULT
119929,171961,31,ADULT
119934,171964,55,SENIOR
119938,162738,40,MIDDLE-AGED
119941,171963,31,ADULT
119946,171036,30,ADULT
119967,171965,28,ADULT
120000,169496,28,ADULT
120011,166363,26,ADULT
120017,171037,23,ADULT
120021,166362,27,ADULT
120025,174076,18,YOUTH
120034,169292,32,ADULT
120073,171038,29,ADULT
120100,165968,26,ADULT
120103,164756,32,ADULT
120117,165973,22,ADULT
120122,166555,43,MIDDLE-AGED
120131,164759,28,ADULT
120139,170045,62,SENIOR
120142,165971,38,MIDDLE-AGED
120164,165970,40,MIDDLE-AGED
120168,174227,62,SENIOR
120170,66803,23,ADULT
120174,171039,54,SENIOR
120177,166556,33,ADULT
120180,166554,36,MIDDLE-AGED
120185,174077,69,SENIOR
120202,165974,41,MIDDLE-AGED
120209,156587,50,MIDDLE-AGED
120217,165969,30,ADULT
120226,164758,17,YOUTH
120228,162739,43,MIDDLE-AGED
120240,164757,50,MIDDLE-AGED
120244,174228,40,MIDDLE-AGED
120272,171966,39,MIDDLE-AGED
120276,165980,33,ADULT
120283,162740,51,SENIOR
120288,174078,34,ADULT
120291,169499,21,ADULT
120297,169500,26,ADULT
120311,164760,49,MIDDLE-AGED
120325,165982,20,ADULT
120337,170564,46,MIDDLE-AGED
120340,170563,31,ADULT
120347,166945,46,MIDDLE-AGED
120349,174229,42,MIDDLE-AGED
120358,169293,24,ADULT
120370,165983,29,ADULT
120374,167063,36,MIDDLE-AGED
120382,165987,34,ADULT
120388,167064,45,MIDDLE-AGED
120396,170046,44,MIDDLE-AGED
120405,171967,35,ADULT
120410,157174,20,ADULT
120423,174230,29,ADULT
120425,170565,37,MIDDLE-AGED
120430,171968,50,MIDDLE-AGED
120435,166946,26,ADULT
120436,174231,47,MIDDLE-AGED
120445,174232,29,ADULT
120448,165986,54,SENIOR
120491,68201,26,ADULT
120501,170567,52,SENIOR
120503,165988,43,MIDDLE-AGED
120505,166815,35,ADULT
120506,167349,31,ADULT
120508,166947,17,YOUTH
120511,167065,42,MIDDLE-AGED
120513,166732,38,MIDDLE-AGED
120515,170996,34,ADULT
120527,169521,39,MIDDLE-AGED
120530,164761,40,MIDDLE-AGED
120540,171040,19,ADULT
120547,174233,38,MIDDLE-AGED
120558,170568,33,ADULT
120568,167350,15,YOUTH
120582,171041,24,ADULT
120586,164762,29,ADULT
120590,168464,40,MIDDLE-AGED
120595,170997,70,SENIOR
120597,164763,45,MIDDLE-AGED
120598,167351,20,ADULT
120622,171042,30,ADULT
120624,165990,33,ADULT
120631,164764,55,SENIOR
120639,171044,24,ADULT
120648,170570,49,MIDDLE-AGED
120675,164765,31,ADULT
120676,163545,25,ADULT
120685,169294,24,ADULT
120689,171043,21,ADULT
120695,52157,39,MIDDLE-AGED
120713,174079,38,MIDDLE-AGED
120715,166364,39,MIDDLE-AGED
120718,165992,18,YOUTH
120744,164767,41,MIDDLE-AGED
120752,167352,20,ADULT
120758,165995,24,ADULT
120767,166949,30,ADULT
120798,170354,63,SENIOR
120800,164770,17,YOUTH
120803,171045,26,ADULT
120813,169502,29,ADULT
120815,166950,39,MIDDLE-AGED
120839,164771,25,ADULT
120842,166952,58,SENIOR
120847,171047,37,MIDDLE-AGED
120849,164772,46,MIDDLE-AGED
120855,164768,23,ADULT
120860,171969,47,MIDDLE-AGED
120868,165999,34,ADULT
120873,165994,29,ADULT
120879,165998,13,YOUTH
120884,170571,53,SENIOR
120890,174084,26,ADULT
120893,164769,33,ADULT
120894,169501,26,ADULT
120895,170355,38,MIDDLE-AGED
120900,174081,33,ADULT
120912,171046,19,ADULT
120932,174085,55,SENIOR
120934,167353,30,ADULT
120936,174082,31,ADULT
120937,170048,34,ADULT
120950,170047,35,ADULT
120957,165997,29,ADULT
120967,174083,52,SENIOR
120982,166003,42,MIDDLE-AGED
120984,166004,41,MIDDLE-AGED
120986,165991,29,ADULT
120994,166002,13,YOUTH
121005,166954,27,ADULT
121011,166001,27,ADULT
121017,169503,31,ADULT
121027,170356,27,ADULT
121039,171048,38,MIDDLE-AGED
121042,166114,28,ADULT
121047,160380,36,MIDDLE-AGED
121056,166953,19,ADULT
121059,170572,25,ADULT
121063,171049,22,ADULT
121072,166365,31,ADULT
121076,171050,33,ADULT
121080,167354,39,MIDDLE-AGED
121088,166005,53,SENIOR
121098,166955,28,ADULT
121102,166006,24,ADULT
121120,169085,26,ADULT
121121,167355,41,MIDDLE-AGED
121135,166367,34,ADULT
121156,166956,23,ADULT
121157,171053,25,ADULT
121165,171051,27,ADULT
121173,166368,47,MIDDLE-AGED
121178,171054,35,ADULT
121183,171052,22,ADULT
121184,174086,26,ADULT
121198,166958,27,ADULT
121213,174088,22,ADULT
121220,166366,30,ADULT
121226,174087,36,MIDDLE-AGED
121228,171055,24,ADULT
121236,166959,35,ADULT
121242,169295,31,ADULT
121266,171056,32,ADULT
121269,174091,25,ADULT
121281,174090,24,ADULT
121307,166557,58,SENIOR
121318,166558,56,SENIOR
121345,58829,47,MIDDLE-AGED
121351,174237,56,SENIOR
121361,174235,53,SENIOR
121364,169505,34,ADULT
121374,171001,42,MIDDLE-AGED
121377,174234,49,MIDDLE-AGED
121399,171002,28,ADULT
121403,171058,29,ADULT
121405,174092,20,ADULT
121409,171005,55,SENIOR
121412,167357,45,MIDDLE-AGED
121416,164498,26,ADULT
121418,174271,9,YOUTH
121437,166961,41,MIDDLE-AGED
121443,62041,57,SENIOR
121447,167067,26,ADULT
121449,171006,33,ADULT
121459,174236,59,SENIOR
121471,171059,34,ADULT
121476,171003,29,ADULT
121486,170357,22,ADULT
121491,166553,24,ADULT
121492,170358,35,ADULT
121500,171060,35,ADULT
121505,171004,19,ADULT
121511,74648,41,MIDDLE-AGED
121518,164773,58,SENIOR
121521,174238,50,MIDDLE-AGED
121531,166962,32,ADULT
121538,167358,35,ADULT
121556,163689,47,MIDDLE-AGED
121562,171008,50,MIDDLE-AGED
121576,167068,53,SENIOR
121577,166963,41,MIDDLE-AGED
121600,171007,36,MIDDLE-AGED
121620,170703,41,MIDDLE-AGED
121627,174093,35,ADULT
121628,167329,38,MIDDLE-AGED
121634,170574,57,SENIOR
121643,162741,42,MIDDLE-AGED
121654,169504,40,MIDDLE-AGED
121660,171063,31,ADULT
121662,168881,47,MIDDLE-AGED
121675,163777,28,ADULT
121681,170573,36,MIDDLE-AGED
121688,171064,32,ADULT
121700,170346,50,MIDDLE-AGED
121702,171970,42,MIDDLE-AGED
121720,171065,34,ADULT
121724,171971,16,YOUTH
121727,167361,30,ADULT
121732,170575,54,SENIOR
121741,170576,48,MIDDLE-AGED
121749,171972,31,ADULT
121763,171066,27,ADULT
121771,171973,26,ADULT
121774,170051,23,ADULT
121806,169506,30,ADULT
121820,174095,41,MIDDLE-AGED
121823,171067,23,ADULT
121829,171974,31,ADULT
121847,167363,34,ADULT
121863,167364,28,ADULT
121879,171068,31,ADULT
121890,170052,24,ADULT
121907,167282,31,ADULT
121913,174239,35,ADULT
121917,169296,36,MIDDLE-AGED
121955,164775,30,ADULT
121957,171975,45,MIDDLE-AGED
121963,164774,25,ADULT
121970,165975,42,MIDDLE-AGED
121973,167070,54,SENIOR
121986,170054,33,ADULT
121989,171977,37,MIDDLE-AGED
121998,166369,44,MIDDLE-AGED
122009,171009,20,ADULT
122013,166559,23,ADULT
122015,167365,56,SENIOR
122037,167069,33,ADULT
122049,174097,35,ADULT
122052,68972,39,MIDDLE-AGED
122081,174099,46,MIDDLE-AGED
122084,171976,42,MIDDLE-AGED
122095,170580,21,ADULT
122101,171069,30,ADULT
122102,170577,29,ADULT
122114,170053,33,ADULT
122127,170581,55,SENIOR
122131,169510,30,ADULT
122137,170578,44,MIDDLE-AGED
122143,171978,34,ADULT
122150,171070,25,ADULT
122162,168466,21,ADULT
122168,169508,34,ADULT
122178,162742,51,SENIOR
122183,170579,40,MIDDLE-AGED
122184,171011,36,MIDDLE-AGED
122186,171071,43,MIDDLE-AGED
122190,174098,37,MIDDLE-AGED
122207,171010,40,MIDDLE-AGED
122230,171013,73,SENIOR
122232,170582,23,ADULT
122238,52720,43,MIDDLE-AGED
122244,169509,25,ADULT
122245,166964,43,MIDDLE-AGED
122251,166371,40,MIDDLE-AGED
122256,171012,28,ADULT
122277,170583,29,ADULT
122325,166370,63,SENIOR
122327,160270,40,MIDDLE-AGED
122337,162744,27,ADULT
122342,174100,34,ADULT
122356,67995,44,MIDDLE-AGED
122372,166965,23,ADULT
122396,162743,48,MIDDLE-AGED
122410,171014,53,SENIOR
122416,170361,50,MIDDLE-AGED
122423,168467,30,ADULT
122427,171979,26,ADULT
122437,162745,31,ADULT
122451,170360,20,ADULT
122480,169297,28,ADULT
122502,169511,30,ADULT
122509,171072,21,ADULT
122516,166372,27,ADULT
122518,171075,25,ADULT
122534,171081,32,ADULT
122543,171078,18,YOUTH
122549,171077,19,ADULT
122551,171074,27,ADULT
122567,171076,26,ADULT
122574,169298,28,ADULT
122602,164776,31,ADULT
122615,171082,27,ADULT
122651,166967,32,ADULT
122660,166373,27,ADULT
122677,164777,34,ADULT
122682,166561,49,MIDDLE-AGED
122686,170584,51,SENIOR
122693,166562,27,ADULT
122704,164778,36,MIDDLE-AGED
122705,170586,47,MIDDLE-AGED
122731,170585,42,MIDDLE-AGED
122735,174241,50,MIDDLE-AGED
122750,174246,38,MIDDLE-AGED
122756,171018,32,ADULT
122771,171981,40,MIDDLE-AGED
122781,174102,46,MIDDLE-AGED
122788,174251,47,MIDDLE-AGED
122791,174252,45,MIDDLE-AGED
122803,171980,27,ADULT
122817,166968,31,ADULT
122820,173822,29,ADULT
122826,164780,33,ADULT
122841,170915,29,ADULT
122842,174253,36,MIDDLE-AGED
122850,171083,26,ADULT
122861,171021,47,MIDDLE-AGED
122869,164779,38,MIDDLE-AGED
122873,171016,39,MIDDLE-AGED
122880,162746,35,ADULT
122894,174247,33,ADULT
122918,171017,42,MIDDLE-AGED
122920,166857,61,SENIOR
122926,173827,31,ADULT
122931,171019,38,MIDDLE-AGED
122933,174249,64,SENIOR
122943,173826,67,SENIOR
122946,166969,34,ADULT
122949,173823,35,ADULT
122959,167071,56,SENIOR
122975,168468,38,MIDDLE-AGED
122979,173824,52,SENIOR
122984,171020,31,ADULT
122986,174103,32,ADULT
122991,162747,32,ADULT
123010,171982,37,MIDDLE-AGED
123013,173828,65,SENIOR
123017,166566,35,ADULT
123026,174254,50,MIDDLE-AGED
123030,166457,22,ADULT
123051,166567,21,ADULT
123052,173831,31,ADULT
123057,171084,59,SENIOR
123060,166568,49,MIDDLE-AGED
123062,166565,24,ADULT
123078,174104,63,SENIOR
123083,169299,57,SENIOR
123087,173832,79,SENIOR
123107,173825,42,MIDDLE-AGED
123111,173833,28,ADULT
123117,173829,29,ADULT
123120,162749,42,MIDDLE-AGED
123126,169302,43,MIDDLE-AGED
123153,169300,33,ADULT
123169,162748,37,MIDDLE-AGED
123189,171983,35,ADULT
123191,171984,43,MIDDLE-AGED
123201,168996,24,ADULT
123206,166970,29,ADULT
123208,170362,61,SENIOR
123216,170363,32,ADULT
123221,164781,25,ADULT
123239,171085,19,ADULT
123250,169512,44,MIDDLE-AGED
123251,169143,30,ADULT
123257,171985,32,ADULT
123272,166374,60,SENIOR
123289,169513,40,MIDDLE-AGED
123312,158293,42,MIDDLE-AGED
123327,159102,48,MIDDLE-AGED
123330,167367,25,ADULT
123331,166375,49,MIDDLE-AGED
123344,174255,51,SENIOR
123351,171086,20,ADULT
123352,167802,26,ADULT
123362,171986,32,ADULT
123377,167368,47,MIDDLE-AGED
123397,164782,46,MIDDLE-AGED
123416,169514,33,ADULT
123428,169303,37,MIDDLE-AGED
123433,168471,31,ADULT
123444,166377,38,MIDDLE-AGED
123459,174105,36,MIDDLE-AGED
123484,174107,36,MIDDLE-AGED
123490,167370,38,MIDDLE-AGED
123502,173834,58,SENIOR
123512,167369,37,MIDDLE-AGED
123516,166376,43,MIDDLE-AGED
123538,169304,36,MIDDLE-AGED
123547,173835,29,ADULT
123554,171989,43,MIDDLE-AGED
123556,169515,53,SENIOR
123571,162751,29,ADULT
123574,166378,45,MIDDLE-AGED
123587,167371,26,ADULT
123605,174256,43,MIDDLE-AGED
123610,165306,65,SENIOR
123618,162750,43,MIDDLE-AGED
123622,171087,26,ADULT
123624,54869,49,MIDDLE-AGED
123635,174108,47,MIDDLE-AGED
123637,158200,45,MIDDLE-AGED
123641,168472,21,ADULT
123643,174110,31,ADULT
123655,171988,36,MIDDLE-AGED
123657,170364,45,MIDDLE-AGED
123659,171987,32,ADULT
123666,166011,28,ADULT
123668,170589,37,MIDDLE-AGED
123688,166381,48,MIDDLE-AGED
123695,174109,20,ADULT
123709,171990,39,MIDDLE-AGED
123740,166014,33,ADULT
123744,170590,27,ADULT
123751,166379,19,ADULT
123755,174106,39,MIDDLE-AGED
123757,166382,17,YOUTH
123760,166015,54,SENIOR
123771,56046,40,MIDDLE-AGED
123772,170587,40,MIDDLE-AGED
123776,167359,25,ADULT
123795,169516,35,ADULT
123808,170055,45,MIDDLE-AGED
123824,171090,32,ADULT
123829,174113,25,ADULT
123835,174257,39,MIDDLE-AGED
123851,171093,30,ADULT
123852,174114,48,MIDDLE-AGED
123863,171089,31,ADULT
123866,58536,28,ADULT
123875,170591,52,SENIOR
123888,166013,28,ADULT
123890,170588,42,MIDDLE-AGED
123895,171992,56,SENIOR
123902,168473,34,ADULT
123913,174111,35,ADULT
123917,171088,25,ADULT
123920,167374,31,ADULT
123923,166012,43,MIDDLE-AGED
123944,166971,22,ADULT
123948,165573,20,ADULT
123953,166016,40,MIDDLE-AGED
123963,156846,26,ADULT
123970,171091,22,ADULT
123985,166018,68,SENIOR
123987,171094,30,ADULT
124004,171095,28,ADULT
124006,171993,60,SENIOR
124009,162752,44,MIDDLE-AGED
124020,169305,51,SENIOR
124026,167375,29,ADULT
124034,171995,34,ADULT
124037,166020,19,ADULT
124043,171991,39,MIDDLE-AGED
124054,170592,47,MIDDLE-AGED
124063,170056,60,SENIOR
124080,170057,43,MIDDLE-AGED
124089,174116,20,ADULT
124090,171994,31,ADULT
124108,77722,24,ADULT
124139,169306,42,MIDDLE-AGED
124178,169307,68,SENIOR
124180,171996,33,ADULT
124204,174117,11,YOUTH
124228,171097,37,MIDDLE-AGED
124240,166966,29,ADULT
124242,174119,22,ADULT
124247,171997,35,ADULT
124254,174118,37,MIDDLE-AGED
124263,169308,51,SENIOR
124265,174120,49,MIDDLE-AGED
124306,164783,32,ADULT
124319,77410,40,MIDDLE-AGED
124322,171096,19,ADULT
124335,169518,58,SENIOR
124340,171998,34,ADULT
124342,173623,43,MIDDLE-AGED
124343,166017,46,MIDDLE-AGED
124352,171092,38,MIDDLE-AGED
124354,174115,29,ADULT
124356,174122,30,ADULT
124387,163606,35,ADULT
124411,174121,32,ADULT
124424,171102,30,ADULT
124441,166383,17,YOUTH
124452,171100,22,ADULT
124471,174060,26,ADULT
124472,171098,26,ADULT
124478,169309,50,MIDDLE-AGED
124491,164785,50,MIDDLE-AGED
124510,170058,23,ADULT
124522,166384,36,MIDDLE-AGED
124542,163464,40,MIDDLE-AGED
124572,164784,40,MIDDLE-AGED
124579,171999,20,ADULT
124615,169310,35,ADULT
124627,172000,41,MIDDLE-AGED
124638,170593,22,ADULT
124645,174124,32,ADULT
124648,166569,21,ADULT
124649,170365,63,SENIOR
124660,172001,32,ADULT
124665,173836,33,ADULT
124697,174123,32,ADULT
124706,170059,57,SENIOR
124713,166972,28,ADULT
124717,167066,36,MIDDLE-AGED
124728,172002,34,ADULT
124738,168474,40,MIDDLE-AGED
124741,173838,41,MIDDLE-AGED
124742,164786,35,ADULT
124754,172003,36,MIDDLE-AGED
124765,170594,35,ADULT
124768,169522,37,MIDDLE-AGED
124791,164787,40,MIDDLE-AGED
124801,170060,24,ADULT
124814,172005,30,ADULT
124847,169312,30,ADULT
124859,170366,29,ADULT
124865,70211,45,MIDDLE-AGED
124870,169520,29,ADULT
124874,172004,81,SENIOR
124896,173840,32,ADULT
124907,70161,44,MIDDLE-AGED
124924,169519,49,MIDDLE-AGED
124936,173839,35,ADULT
124943,167376,21,ADULT
124946,169311,29,ADULT
124947,52816,42,MIDDLE-AGED
124964,173837,40,MIDDLE-AGED
124975,166385,40,MIDDLE-AGED
124979,172010,34,ADULT
124987,172007,24,ADULT
125000,167072,38,MIDDLE-AGED
125033,174258,46,MIDDLE-AGED
125042,162753,37,MIDDLE-AGED
125044,174125,46,MIDDLE-AGED
125056,172006,45,MIDDLE-AGED
125067,173841,39,MIDDLE-AGED
125085,174126,46,MIDDLE-AGED
125100,172008,35,ADULT
125105,169524,46,MIDDLE-AGED
125117,169523,56,SENIOR
125127,172012,51,SENIOR
125130,170595,31,ADULT
125140,174272,36,MIDDLE-AGED
125173,171104,36,MIDDLE-AGED
125204,166387,51,SENIOR
125212,172009,38,MIDDLE-AGED
125226,166388,44,MIDDLE-AGED
125254,169525,44,MIDDLE-AGED
125257,158323,25,ADULT
125264,170707,44,MIDDLE-AGED
125284,170596,37,MIDDLE-AGED
125289,170061,47,MIDDLE-AGED
125317,166386,26,ADULT
125321,168475,46,MIDDLE-AGED
125325,174259,29,ADULT
125342,172011,40,MIDDLE-AGED
125351,65037,48,MIDDLE-AGED
125367,170599,41,MIDDLE-AGED
125392,170597,66,SENIOR
125393,166736,27,ADULT
125409,166974,62,SENIOR
125415,172013,30,ADULT
125440,170598,46,MIDDLE-AGED
125443,174128,26,ADULT
125459,174127,26,ADULT
125503,56683,43,MIDDLE-AGED
125511,166975,27,ADULT
125521,172014,26,ADULT
125556,170600,52,SENIOR
125565,166389,43,MIDDLE-AGED
125577,171105,28,ADULT
125579,170367,37,MIDDLE-AGED
125586,164788,28,ADULT
125595,169141,23,ADULT
125599,170368,33,ADULT
125606,171106,46,MIDDLE-AGED
125629,168477,28,ADULT
125630,172015,48,MIDDLE-AGED
125640,169526,31,ADULT
125643,162258,52,SENIOR
125647,173842,48,MIDDLE-AGED
