uscore,price,item_type,item_cat,item_desc
27,1430,Drink,Drink;Cold,Peach Ice-blended
84,594,Side,Bread;Sweet,Peanut Butter Milk Thick Toast
1392,1394,Main,Noodle;Pork,Pork Chop Bee Hoon
696,1515,Main,Bakedrice;Pork,Pork Chop Bk Rice
348,1394,Main,Rice;Pork,Pork Chop Frag Rice
696,1030,Main,Porridge;Pork,Pork N Century Egg Congee
348,1394,Main,Noodle;Pork,Pork Ribs BH
84,836,Side,Fingerfood;Chicken,Prawn Paste Chicken
27,594,Drink,Drink;Cold,RAINBOW SPRITE
505,594,Side,Dimsum;Pork,Radish Cake
696,1394,Main,Rice;Pork,SH Pork Chop Rice
696,1515,Main,Noodle;Duck,SMOKED DUCK DRY CURRY RAMEN
27,594,Drink,Drink;Cold,SOUR PLUM COKE
1392,1273,Main,Noodle;Pork;Seafood,SPECIAL STIR FRIED BEE HOON
252,594,Side,Dimsum;Pork,SPRING ROLL
696,1273,Main,Friedrice;Seafood,Sambal Seafood Fried Rice
1392,1151,Main,Porridge;Seafood,Sampan Congee
696,1273,Main,Noodle;Seafood,Seafood Egg Hor Fun
348,1273,Main,Rice;Seafood,Seafood Muifan
696,1273,Main,Noodle;Seafood,Seafood Sauteed HF
1177,545,Side,Dimsum;Seafood;Pork,Siew Mai
1739,1394,Main,Noodle;Pork,Signature Fried Noodles
1739,1394,Main,Friedrice;Pork;Seafood;Chicken,Signature Fried Rice
2784,1200,Main,Porridge;Seafood,Sliced Empress Congee
348,1273,Main,Noodle;Fish,Sliced Fish Egg Hor Fun
168,352,Side,Bread,Soft Boiled Eggs
27,352,Drink,Drink;Cold,Sprite
696,944,Main,Noodlesoup;Pork,Spy P.Dices Soup Ndl
168,594,Side,Dimsum;Pork,Steam Pork Spare Ribs
266,206,Drink,Drink;Hot,Teh
696,1030,Main,Noodle;Vegetarian,VEGETARIAN HOR FUN
348,1151,Main,Noodle;Vegetarian,VEGETARIAN RAMEN
1044,1079,Main,Noodle;Pork;Seafood,Wanton Soup Noodle
106,73,Drink,Drink;Hot,Warm Water
1392,1394,Main,Rice;Chicken,Yao Ma Tei Chix Rice
160,388,Drink,Drink;Hot,Yuzu Tea
